Year,Loan Yrs,Revenue (£),  Customer Bill,  Battery Rev,  Spread Scale,  Degrade Scale,COGS (£),Gross Profit (£),Opex (£),  Staff Cost,EBITDA (£),Depreciation (£),EBIT (£),Interest (£),EBT (£),Tax 25% (£),Net Income (£),Consumption kWh
8,5,1362.1,1132.0,230.1,0.604,0.868,339.46,1022.65,512.95,50.0,509.69,280.0,229.69,0.0,229.69,57.42,172.27,4000
9,5,1349.85,1132.0,217.85,0.583,0.851,339.46,1010.4,512.95,50.0,497.44,280.0,217.44,0.0,217.44,54.36,163.08,4000
10,5,1338.82,1132.0,206.82,0.565,0.834,339.46,999.37,512.95,50.0,486.41,280.0,206.41,0.0,206.41,51.6,154.81,4000
11,5,1328.82,1132.0,196.82,0.549,0.817,339.46,989.37,512.95,50.0,476.41,280.0,196.41,0.0,196.41,49.1,147.31,4000
12,5,1324.89,1132.0,192.89,0.549,0.801,339.46,985.43,512.95,50.0,472.48,280.0,192.48,0.0,192.48,48.12,144.36,4000
1,7,1570.85,1132.0,438.85,1.0,1.0,339.46,1231.4,512.95,50.0,718.44,280.0,438.44,196.0,242.44,60.61,181.83,4000
2,7,1497.95,1132.0,365.95,0.851,0.98,339.46,1158.5,512.95,50.0,645.54,280.0,365.54,168.0,197.54,49.39,148.16,4000
3,7,1461.98,1132.0,329.98,0.783,0.96,339.46,1122.52,512.95,50.0,609.57,280.0,329.57,140.0,189.57,47.39,142.18,4000
4,7,1432.6,1132.0,300.6,0.728,0.941,339.46,1093.14,512.95,50.0,580.19,280.0,300.19,112.0,188.19,47.05,141.14,4000
5,7,1408.85,1132.0,276.85,0.684,0.922,339.46,1069.39,512.95,50.0,556.44,280.0,276.44,84.0,192.44,48.11,144.33,4000
6,7,1391.26,1132.0,259.26,0.654,0.904,339.46,1051.8,512.95,50.0,538.84,280.0,258.84,56.0,202.84,50.71,152.13,4000
7,7,1375.8,1132.0,243.8,0.627,0.886,339.46,1036.35,512.95,50.0,523.39,280.0,243.39,28.0,215.39,53.85,161.55,4000
8,7,1362.1,1132.0,230.1,0.604,0.868,339.46,1022.65,512.95,50.0,509.69,280.0,229.69,0.0,229.69,57.42,172.27,4000
9,7,1349.85,1132.0,217.85,0.583,0.851,339.46,1010.4,512.95,50.0,497.44,280.0,217.44,0.0,217.44,54.36,163.08,4000
10,7,1338.82,1132.0,206.82,0.565,0.834,339.46,999.37,512.95,50.0,486.41,280.0,206.41,0.0,206.41,51.6,154.81,4000
11,7,1328.82,1132.0,196.82,0.549,0.817,339.46,989.37,512.95,50.0,476.41,280.0,196.41,0.0,196.41,49.1,147.31,4000
12,7,1324.89,1132.0,192.89,0.549,0.801,339.46,985.43,512.95,50.0,472.48,280.0,192.48,0.0,192.48,48.12,144.36,4000
1,10,1570.85,1132.0,438.85,1.0,1.0,339.46,1231.4,512.95,50.0,718.44,280.0,438.44,196.0,242.44,60.61,181.83,4000
2,10,1497.95,1132.0,365.95,0.851,0.98,339.46,1158.5,512.95,50.0,645.54,280.0,365.54,176.4,189.14,47.29,141.86,4000
3,10,1461.98,1132.0,329.98,0.783,0.96,339.46,1122.52,512.95,50.0,609.57,280.0,329.57,156.8,172.77,43.19,129.58,4000
4,10,1432.6,1132.0,300.6,0.728,0.941,339.46,1093.14,512.95,50.0,580.19,280.0,300.19,137.2,162.99,40.75,122.24,4000
5,10,1408.85,1132.0,276.85,0.684,0.922,339.46,1069.39,512.95,50.0,556.44,280.0,276.44,117.6,158.84,39.71,119.13,4000
6,10,1391.26,1132.0,259.26,0.654,0.904,339.46,1051.8,512.95,50.0,538.84,280.0,258.84,98.0,160.84,40.21,120.63,4000
7,10,1375.8,1132.0,243.8,0.627,0.886,339.46,1036.35,512.95,50.0,523.39,280.0,243.39,78.4,164.99,41.25,123.75,4000
8,10,1362.1,1132.0,230.1,0.604,0.868,339.46,1022.65,512.95,50.0,509.69,280.0,229.69,58.8,170.89,42.72,128.17,4000
9,10,1349.85,1132.0,217.85,0.583,0.851,339.46,1010.4,512.95,50.0,497.44,280.0,217.44,39.2,178.24,44.56,133.68,4000
10,10,1338.82,1132.0,206.82,0.565,0.834,339.46,999.37,512.95,50.0,486.41,280.0,206.41,19.6,186.81,46.7,140.11,4000
11,10,1328.82,1132.0,196.82,0.549,0.817,339.46,989.37,512.95,50.0,476.41,280.0,196.41,0.0,196.41,49.1,147.31,4000
12,10,1324.89,1132.0,192.89,0.549,0.801,339.46,985.43,512.95,50.0,472.48,280.0,192.48,0.0,192.48,48.12,144.36,4000
1,3,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,3,1725.99,1352.0,373.99,0.851,0.98,424.32,1301.67,579.01,50.0,722.66,280.0,442.66,130.67,312.0,78.0,234.0,5000
3,3,1689.23,1352.0,337.23,0.783,0.96,424.32,1264.91,579.01,50.0,685.9,280.0,405.9,65.33,340.57,85.14,255.42,5000
4,3,1659.2,1352.0,307.2,0.728,0.941,424.32,1234.88,579.01,50.0,655.87,280.0,375.87,0.0,375.87,93.97,281.91,5000
5,3,1634.93,1352.0,282.93,0.684,0.922,424.32,1210.61,579.01,50.0,631.6,280.0,351.6,0.0,351.6,87.9,263.7,5000
6,3,1616.95,1352.0,264.95,0.654,0.904,424.32,1192.63,579.01,50.0,613.62,280.0,333.62,0.0,333.62,83.41,250.22,5000
7,3,1601.16,1352.0,249.16,0.627,0.886,424.32,1176.84,579.01,50.0,597.83,280.0,317.83,0.0,317.83,79.46,238.37,5000
8,3,1587.16,1352.0,235.16,0.604,0.868,424.32,1162.84,579.01,50.0,583.83,280.0,303.83,0.0,303.83,75.96,227.87,5000
9,3,1574.64,1352.0,222.64,0.583,0.851,424.32,1150.32,579.01,50.0,571.31,280.0,291.31,0.0,291.31,72.83,218.48,5000
10,3,1563.37,1352.0,211.37,0.565,0.834,424.32,1139.05,579.01,50.0,560.04,280.0,280.04,0.0,280.04,70.01,210.03,5000
11,3,1553.15,1352.0,201.15,0.549,0.817,424.32,1128.83,579.01,50.0,549.82,280.0,269.82,0.0,269.82,67.45,202.36,5000
12,3,1549.13,1352.0,197.13,0.549,0.801,424.32,1124.81,579.01,50.0,545.8,280.0,265.8,0.0,265.8,66.45,199.35,5000
1,5,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,5,1725.99,1352.0,373.99,0.851,0.98,424.32,1301.67,579.01,50.0,722.66,280.0,442.66,156.8,285.86,71.47,214.4,5000
3,5,1689.23,1352.0,337.23,0.783,0.96,424.32,1264.91,579.01,50.0,685.9,280.0,405.9,117.6,288.3,72.07,216.22,5000
4,5,1659.2,1352.0,307.2,0.728,0.941,424.32,1234.88,579.01,50.0,655.87,280.0,375.87,78.4,297.47,74.37,223.11,5000
5,5,1634.93,1352.0,282.93,0.684,0.922,424.32,1210.61,579.01,50.0,631.6,280.0,351.6,39.2,312.4,78.1,234.3,5000
6,5,1616.95,1352.0,264.95,0.654,0.904,424.32,1192.63,579.01,50.0,613.62,280.0,333.62,0.0,333.62,83.41,250.22,5000
7,5,1601.16,1352.0,249.16,0.627,0.886,424.32,1176.84,579.01,50.0,597.83,280.0,317.83,0.0,317.83,79.46,238.37,5000
8,5,1587.16,1352.0,235.16,0.604,0.868,424.32,1162.84,579.01,50.0,583.83,280.0,303.83,0.0,303.83,75.96,227.87,5000
9,5,1574.64,1352.0,222.64,0.583,0.851,424.32,1150.32,579.01,50.0,571.31,280.0,291.31,0.0,291.31,72.83,218.48,5000
10,5,1563.37,1352.0,211.37,0.565,0.834,424.32,1139.05,579.01,50.0,560.04,280.0,280.04,0.0,280.04,70.01,210.03,5000
11,5,1553.15,1352.0,201.15,0.549,0.817,424.32,1128.83,579.01,50.0,549.82,280.0,269.82,0.0,269.82,67.45,202.36,5000
12,5,1549.13,1352.0,197.13,0.549,0.801,424.32,1124.81,579.01,50.0,545.8,280.0,265.8,0.0,265.8,66.45,199.35,5000
1,7,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,7,1725.99,1352.0,373.99,0.851,0.98,424.32,1301.67,579.01,50.0,722.66,280.0,442.66,168.0,274.66,68.67,206.0,5000
3,7,1689.23,1352.0,337.23,0.783,0.96,424.32,1264.91,579.01,50.0,685.9,280.0,405.9,140.0,265.9,66.47,199.42,5000
4,7,1659.2,1352.0,307.2,0.728,0.941,424.32,1234.88,579.01,50.0,655.87,280.0,375.87,112.0,263.87,65.97,197.91,5000
5,7,1634.93,1352.0,282.93,0.684,0.922,424.32,1210.61,579.01,50.0,631.6,280.0,351.6,84.0,267.6,66.9,200.7,5000
6,7,1616.95,1352.0,264.95,0.654,0.904,424.32,1192.63,579.01,50.0,613.62,280.0,333.62,56.0,277.62,69.41,208.22,5000
7,7,1601.16,1352.0,249.16,0.627,0.886,424.32,1176.84,579.01,50.0,597.83,280.0,317.83,28.0,289.83,72.46,217.37,5000
8,7,1587.16,1352.0,235.16,0.604,0.868,424.32,1162.84,579.01,50.0,583.83,280.0,303.83,0.0,303.83,75.96,227.87,5000
9,7,1574.64,1352.0,222.64,0.583,0.851,424.32,1150.32,579.01,50.0,571.31,280.0,291.31,0.0,291.31,72.83,218.48,5000
10,7,1563.37,1352.0,211.37,0.565,0.834,424.32,1139.05,579.01,50.0,560.04,280.0,280.04,0.0,280.04,70.01,210.03,5000
11,7,1553.15,1352.0,201.15,0.549,0.817,424.32,1128.83,579.01,50.0,549.82,280.0,269.82,0.0,269.82,67.45,202.36,5000
12,7,1549.13,1352.0,197.13,0.549,0.801,424.32,1124.81,579.01,50.0,545.8,280.0,265.8,0.0,265.8,66.45,199.35,5000
1,10,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,10,1725.99,1352.0,373.99,0.851,0.98,424.32,1301.67,579.01,50.0,722.66,280.0,442.66,176.4,266.26,66.57,199.7,5000
3,10,1689.23,1352.0,337.23,0.783,0.96,424.32,1264.91,579.01,50.0,685.9,280.0,405.9,156.8,249.1,62.27,186.82,5000
4,10,1659.2,1352.0,307.2,0.728,0.941,424.32,1234.88,579.01,50.0,655.87,280.0,375.87,137.2,238.67,59.67,179.01,5000
5,10,1634.93,1352.0,282.93,0.684,0.922,424.32,1210.61,579.01,50.0,631.6,280.0,351.6,117.6,234.0,58.5,175.5,5000
6,10,1616.95,1352.0,264.95,0.654,0.904,424.32,1192.63,579.01,50.0,613.62,280.0,333.62,98.0,235.62,58.91,176.72,5000
7,10,1601.16,1352.0,249.16,0.627,0.886,424.32,1176.84,579.01,50.0,597.83,280.0,317.83,78.4,239.43,59.86,179.57,5000
8,10,1587.16,1352.0,235.16,0.604,0.868,424.32,1162.84,579.01,50.0,583.83,280.0,303.83,58.8,245.03,61.26,183.77,5000
9,10,1574.64,1352.0,222.64,0.583,0.851,424.32,1150.32,579.01,50.0,571.31,280.0,291.31,39.2,252.11,63.03,189.08,5000
10,10,1563.37,1352.0,211.37,0.565,0.834,424.32,1139.05,579.01,50.0,560.04,280.0,280.04,19.6,260.44,65.11,195.33,5000
11,10,1553.15,1352.0,201.15,0.549,0.817,424.32,1128.83,579.01,50.0,549.82,280.0,269.82,0.0,269.82,67.45,202.36,5000
12,10,1549.13,1352.0,197.13,0.549,0.801,424.32,1124.81,579.01,50.0,545.8,280.0,265.8,0.0,265.8,66.45,199.35,5000
1,3,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,3,1954.04,1572.0,382.04,0.851,0.98,509.18,1444.85,645.07,50.0,799.79,280.0,519.79,130.67,389.12,97.28,291.84,6000
3,3,1916.48,1572.0,344.48,0.783,0.96,509.18,1407.3,645.07,50.0,762.23,280.0,482.23,65.33,416.9,104.22,312.67,6000
4,3,1885.81,1572.0,313.81,0.728,0.941,509.18,1376.63,645.07,50.0,731.56,280.0,451.56,0.0,451.56,112.89,338.67,6000
5,3,1861.02,1572.0,289.02,0.684,0.922,509.18,1351.83,645.07,50.0,706.77,280.0,426.77,0.0,426.77,106.69,320.07,6000
6,3,1842.65,1572.0,270.65,0.654,0.904,509.18,1333.47,645.07,50.0,688.4,280.0,408.4,0.0,408.4,102.1,306.3,6000
7,3,1826.52,1572.0,254.52,0.627,0.886,509.18,1317.34,645.07,50.0,672.27,280.0,392.27,0.0,392.27,98.07,294.2,6000
8,3,1812.22,1572.0,240.22,0.604,0.868,509.18,1303.03,645.07,50.0,657.97,280.0,377.97,0.0,377.97,94.49,283.48,6000
9,3,1799.43,1572.0,227.43,0.583,0.851,509.18,1290.25,645.07,50.0,645.18,280.0,365.18,0.0,365.18,91.3,273.89,6000
10,3,1787.91,1572.0,215.91,0.565,0.834,509.18,1278.73,645.07,50.0,633.66,280.0,353.66,0.0,353.66,88.42,265.25,6000
11,3,1777.48,1572.0,205.48,0.549,0.817,509.18,1268.29,645.07,50.0,623.23,280.0,343.23,0.0,343.23,85.81,257.42,6000
12,3,1773.37,1572.0,201.37,0.549,0.801,509.18,1264.18,645.07,50.0,619.12,280.0,339.12,0.0,339.12,84.78,254.34,6000
1,5,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,5,1954.04,1572.0,382.04,0.851,0.98,509.18,1444.85,645.07,50.0,799.79,280.0,519.79,156.8,362.99,90.75,272.24,6000
3,5,1916.48,1572.0,344.48,0.783,0.96,509.18,1407.3,645.07,50.0,762.23,280.0,482.23,117.6,364.63,91.16,273.47,6000
4,5,1885.81,1572.0,313.81,0.728,0.941,509.18,1376.63,645.07,50.0,731.56,280.0,451.56,78.4,373.16,93.29,279.87,6000
5,5,1861.02,1572.0,289.02,0.684,0.922,509.18,1351.83,645.07,50.0,706.77,280.0,426.77,39.2,387.57,96.89,290.67,6000
6,5,1842.65,1572.0,270.65,0.654,0.904,509.18,1333.47,645.07,50.0,688.4,280.0,408.4,0.0,408.4,102.1,306.3,6000
7,5,1826.52,1572.0,254.52,0.627,0.886,509.18,1317.34,645.07,50.0,672.27,280.0,392.27,0.0,392.27,98.07,294.2,6000
8,5,1812.22,1572.0,240.22,0.604,0.868,509.18,1303.03,645.07,50.0,657.97,280.0,377.97,0.0,377.97,94.49,283.48,6000
9,5,1799.43,1572.0,227.43,0.583,0.851,509.18,1290.25,645.07,50.0,645.18,280.0,365.18,0.0,365.18,91.3,273.89,6000
10,5,1787.91,1572.0,215.91,0.565,0.834,509.18,1278.73,645.07,50.0,633.66,280.0,353.66,0.0,353.66,88.42,265.25,6000
11,5,1777.48,1572.0,205.48,0.549,0.817,509.18,1268.29,645.07,50.0,623.23,280.0,343.23,0.0,343.23,85.81,257.42,6000
12,5,1773.37,1572.0,201.37,0.549,0.801,509.18,1264.18,645.07,50.0,619.12,280.0,339.12,0.0,339.12,84.78,254.34,6000
1,7,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,7,1954.04,1572.0,382.04,0.851,0.98,509.18,1444.85,645.07,50.0,799.79,280.0,519.79,168.0,351.79,87.95,263.84,6000
3,7,1916.48,1572.0,344.48,0.783,0.96,509.18,1407.3,645.07,50.0,762.23,280.0,482.23,140.0,342.23,85.56,256.67,6000
4,7,1885.81,1572.0,313.81,0.728,0.941,509.18,1376.63,645.07,50.0,731.56,280.0,451.56,112.0,339.56,84.89,254.67,6000
5,7,1861.02,1572.0,289.02,0.684,0.922,509.18,1351.83,645.07,50.0,706.77,280.0,426.77,84.0,342.77,85.69,257.07,6000
6,7,1842.65,1572.0,270.65,0.654,0.904,509.18,1333.47,645.07,50.0,688.4,280.0,408.4,56.0,352.4,88.1,264.3,6000
7,7,1826.52,1572.0,254.52,0.627,0.886,509.18,1317.34,645.07,50.0,672.27,280.0,392.27,28.0,364.27,91.07,273.2,6000
8,7,1812.22,1572.0,240.22,0.604,0.868,509.18,1303.03,645.07,50.0,657.97,280.0,377.97,0.0,377.97,94.49,283.48,6000
9,7,1799.43,1572.0,227.43,0.583,0.851,509.18,1290.25,645.07,50.0,645.18,280.0,365.18,0.0,365.18,91.3,273.89,6000
10,7,1787.91,1572.0,215.91,0.565,0.834,509.18,1278.73,645.07,50.0,633.66,280.0,353.66,0.0,353.66,88.42,265.25,6000
11,7,1777.48,1572.0,205.48,0.549,0.817,509.18,1268.29,645.07,50.0,623.23,280.0,343.23,0.0,343.23,85.81,257.42,6000
12,7,1773.37,1572.0,201.37,0.549,0.801,509.18,1264.18,645.07,50.0,619.12,280.0,339.12,0.0,339.12,84.78,254.34,6000
1,10,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,10,1954.04,1572.0,382.04,0.851,0.98,509.18,1444.85,645.07,50.0,799.79,280.0,519.79,176.4,343.39,85.85,257.54,6000
3,10,1916.48,1572.0,344.48,0.783,0.96,509.18,1407.3,645.07,50.0,762.23,280.0,482.23,156.8,325.43,81.36,244.07,6000
4,10,1885.81,1572.0,313.81,0.728,0.941,509.18,1376.63,645.07,50.0,731.56,280.0,451.56,137.2,314.36,78.59,235.77,6000
5,10,1861.02,1572.0,289.02,0.684,0.922,509.18,1351.83,645.07,50.0,706.77,280.0,426.77,117.6,309.17,77.29,231.87,6000
6,10,1842.65,1572.0,270.65,0.654,0.904,509.18,1333.47,645.07,50.0,688.4,280.0,408.4,98.0,310.4,77.6,232.8,6000
7,10,1826.52,1572.0,254.52,0.627,0.886,509.18,1317.34,645.07,50.0,672.27,280.0,392.27,78.4,313.87,78.47,235.4,6000
8,10,1812.22,1572.0,240.22,0.604,0.868,509.18,1303.03,645.07,50.0,657.97,280.0,377.97,58.8,319.17,79.79,239.38,6000
9,10,1799.43,1572.0,227.43,0.583,0.851,509.18,1290.25,645.07,50.0,645.18,280.0,365.18,39.2,325.98,81.5,244.49,6000
10,10,1787.91,1572.0,215.91,0.565,0.834,509.18,1278.73,645.07,50.0,633.66,280.0,353.66,19.6,334.06,83.52,250.55,6000
11,10,1777.48,1572.0,205.48,0.549,0.817,509.18,1268.29,645.07,50.0,623.23,280.0,343.23,0.0,343.23,85.81,257.42,6000
12,10,1773.37,1572.0,201.37,0.549,0.801,509.18,1264.18,645.07,50.0,619.12,280.0,339.12,0.0,339.12,84.78,254.34,6000
