Year,Loan Yrs,Revenue (£),  Customer Bill,  Battery Rev,  Spread Scale,  Degrade Scale,COGS (£),Gross Profit (£),Opex (£),  Staff Cost,EBITDA (£),Depreciation (£),EBIT (£),Interest (£),EBT (£),Tax 25% (£),Net Income (£),Consumption kWh
9,5,1427.18,1132.0,295.18,0.791,0.851,339.46,1087.72,512.95,50.0,574.77,280.0,294.77,0.0,294.77,73.69,221.07,4000
10,5,1418.7,1132.0,286.7,0.784,0.834,339.46,1079.25,512.95,50.0,566.29,280.0,286.29,0.0,286.29,71.57,214.72,4000
11,5,1410.61,1132.0,278.61,0.777,0.817,339.46,1071.15,512.95,50.0,558.2,280.0,278.2,0.0,278.2,69.55,208.65,4000
12,5,1405.04,1132.0,273.04,0.777,0.801,339.46,1065.58,512.95,50.0,552.63,280.0,272.63,0.0,272.63,68.16,204.47,4000
1,7,1570.85,1132.0,438.85,1.0,1.0,339.46,1231.4,512.95,50.0,718.44,280.0,438.44,196.0,242.44,60.61,181.83,4000
2,7,1528.59,1132.0,396.59,0.922,0.98,339.46,1189.14,512.95,50.0,676.18,280.0,396.18,168.0,228.18,57.05,171.14,4000
3,7,1501.29,1132.0,369.29,0.876,0.96,339.46,1161.83,512.95,50.0,648.88,280.0,368.88,140.0,228.88,57.22,171.66,4000
4,7,1480.63,1132.0,348.63,0.844,0.941,339.46,1141.17,512.95,50.0,628.22,280.0,348.22,112.0,236.22,59.05,177.16,4000
5,7,1465.91,1132.0,333.91,0.825,0.922,339.46,1126.45,512.95,50.0,613.5,280.0,333.5,84.0,249.5,62.37,187.12,4000
6,7,1455.35,1132.0,323.35,0.815,0.904,339.46,1115.9,512.95,50.0,602.94,280.0,322.94,56.0,266.94,66.74,200.21,4000
7,7,1445.44,1132.0,313.44,0.806,0.886,339.46,1105.98,512.95,50.0,593.03,280.0,313.03,28.0,285.03,71.26,213.77,4000
8,7,1436.07,1132.0,304.07,0.798,0.868,339.46,1096.61,512.95,50.0,583.66,280.0,303.66,0.0,303.66,75.91,227.74,4000
9,7,1427.18,1132.0,295.18,0.791,0.851,339.46,1087.72,512.95,50.0,574.77,280.0,294.77,0.0,294.77,73.69,221.07,4000
10,7,1418.7,1132.0,286.7,0.784,0.834,339.46,1079.25,512.95,50.0,566.29,280.0,286.29,0.0,286.29,71.57,214.72,4000
11,7,1410.61,1132.0,278.61,0.777,0.817,339.46,1071.15,512.95,50.0,558.2,280.0,278.2,0.0,278.2,69.55,208.65,4000
12,7,1405.04,1132.0,273.04,0.777,0.801,339.46,1065.58,512.95,50.0,552.63,280.0,272.63,0.0,272.63,68.16,204.47,4000
1,10,1570.85,1132.0,438.85,1.0,1.0,339.46,1231.4,512.95,50.0,718.44,280.0,438.44,196.0,242.44,60.61,181.83,4000
2,10,1528.59,1132.0,396.59,0.922,0.98,339.46,1189.14,512.95,50.0,676.18,280.0,396.18,176.4,219.78,54.95,164.84,4000
3,10,1501.29,1132.0,369.29,0.876,0.96,339.46,1161.83,512.95,50.0,648.88,280.0,368.88,156.8,212.08,53.02,159.06,4000
4,10,1480.63,1132.0,348.63,0.844,0.941,339.46,1141.17,512.95,50.0,628.22,280.0,348.22,137.2,211.02,52.75,158.26,4000
5,10,1465.91,1132.0,333.91,0.825,0.922,339.46,1126.45,512.95,50.0,613.5,280.0,333.5,117.6,215.9,53.97,161.92,4000
6,10,1455.35,1132.0,323.35,0.815,0.904,339.46,1115.9,512.95,50.0,602.94,280.0,322.94,98.0,224.94,56.24,168.71,4000
7,10,1445.44,1132.0,313.44,0.806,0.886,339.46,1105.98,512.95,50.0,593.03,280.0,313.03,78.4,234.63,58.66,175.97,4000
8,10,1436.07,1132.0,304.07,0.798,0.868,339.46,1096.61,512.95,50.0,583.66,280.0,303.66,58.8,244.86,61.21,183.64,4000
9,10,1427.18,1132.0,295.18,0.791,0.851,339.46,1087.72,512.95,50.0,574.77,280.0,294.77,39.2,255.57,63.89,191.67,4000
10,10,1418.7,1132.0,286.7,0.784,0.834,339.46,1079.25,512.95,50.0,566.29,280.0,286.29,19.6,266.69,66.67,200.02,4000
11,10,1410.61,1132.0,278.61,0.777,0.817,339.46,1071.15,512.95,50.0,558.2,280.0,278.2,0.0,278.2,69.55,208.65,4000
12,10,1405.04,1132.0,273.04,0.777,0.801,339.46,1065.58,512.95,50.0,552.63,280.0,272.63,0.0,272.63,68.16,204.47,4000
1,3,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,3,1757.31,1352.0,405.31,0.922,0.98,424.32,1332.99,579.01,50.0,753.98,280.0,473.98,130.67,343.31,85.83,257.48,5000
3,3,1729.41,1352.0,377.41,0.876,0.96,424.32,1305.09,579.01,50.0,726.08,280.0,446.08,65.33,380.74,95.19,285.56,5000
4,3,1708.29,1352.0,356.29,0.844,0.941,424.32,1283.97,579.01,50.0,704.96,280.0,424.96,0.0,424.96,106.24,318.72,5000
5,3,1693.25,1352.0,341.25,0.825,0.922,424.32,1268.93,579.01,50.0,689.92,280.0,409.92,0.0,409.92,102.48,307.44,5000
6,3,1682.46,1352.0,330.46,0.815,0.904,424.32,1258.14,579.01,50.0,679.13,280.0,399.13,0.0,399.13,99.78,299.35,5000
7,3,1672.33,1352.0,320.33,0.806,0.886,424.32,1248.01,579.01,50.0,669.0,280.0,389.0,0.0,389.0,97.25,291.75,5000
8,3,1662.75,1352.0,310.75,0.798,0.868,424.32,1238.43,579.01,50.0,659.42,280.0,379.42,0.0,379.42,94.86,284.57,5000
9,3,1653.66,1352.0,301.66,0.791,0.851,424.32,1229.34,579.01,50.0,650.33,280.0,370.33,0.0,370.33,92.58,277.75,5000
10,3,1645.01,1352.0,293.01,0.784,0.834,424.32,1220.69,579.01,50.0,641.68,280.0,361.68,0.0,361.68,90.42,271.26,5000
11,3,1636.73,1352.0,284.73,0.777,0.817,424.32,1212.41,579.01,50.0,633.4,280.0,353.4,0.0,353.4,88.35,265.05,5000
12,3,1631.04,1352.0,279.04,0.777,0.801,424.32,1206.72,579.01,50.0,627.71,280.0,347.71,0.0,347.71,86.93,260.78,5000
1,5,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,5,1757.31,1352.0,405.31,0.922,0.98,424.32,1332.99,579.01,50.0,753.98,280.0,473.98,156.8,317.18,79.29,237.88,5000
3,5,1729.41,1352.0,377.41,0.876,0.96,424.32,1305.09,579.01,50.0,726.08,280.0,446.08,117.6,328.48,82.12,246.36,5000
4,5,1708.29,1352.0,356.29,0.844,0.941,424.32,1283.97,579.01,50.0,704.96,280.0,424.96,78.4,346.56,86.64,259.92,5000
5,5,1693.25,1352.0,341.25,0.825,0.922,424.32,1268.93,579.01,50.0,689.92,280.0,409.92,39.2,370.72,92.68,278.04,5000
6,5,1682.46,1352.0,330.46,0.815,0.904,424.32,1258.14,579.01,50.0,679.13,280.0,399.13,0.0,399.13,99.78,299.35,5000
7,5,1672.33,1352.0,320.33,0.806,0.886,424.32,1248.01,579.01,50.0,669.0,280.0,389.0,0.0,389.0,97.25,291.75,5000
8,5,1662.75,1352.0,310.75,0.798,0.868,424.32,1238.43,579.01,50.0,659.42,280.0,379.42,0.0,379.42,94.86,284.57,5000
9,5,1653.66,1352.0,301.66,0.791,0.851,424.32,1229.34,579.01,50.0,650.33,280.0,370.33,0.0,370.33,92.58,277.75,5000
10,5,1645.01,1352.0,293.01,0.784,0.834,424.32,1220.69,579.01,50.0,641.68,280.0,361.68,0.0,361.68,90.42,271.26,5000
11,5,1636.73,1352.0,284.73,0.777,0.817,424.32,1212.41,579.01,50.0,633.4,280.0,353.4,0.0,353.4,88.35,265.05,5000
12,5,1631.04,1352.0,279.04,0.777,0.801,424.32,1206.72,579.01,50.0,627.71,280.0,347.71,0.0,347.71,86.93,260.78,5000
1,7,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,7,1757.31,1352.0,405.31,0.922,0.98,424.32,1332.99,579.01,50.0,753.98,280.0,473.98,168.0,305.98,76.49,229.48,5000
3,7,1729.41,1352.0,377.41,0.876,0.96,424.32,1305.09,579.01,50.0,726.08,280.0,446.08,140.0,306.08,76.52,229.56,5000
4,7,1708.29,1352.0,356.29,0.844,0.941,424.32,1283.97,579.01,50.0,704.96,280.0,424.96,112.0,312.96,78.24,234.72,5000
5,7,1693.25,1352.0,341.25,0.825,0.922,424.32,1268.93,579.01,50.0,689.92,280.0,409.92,84.0,325.92,81.48,244.44,5000
6,7,1682.46,1352.0,330.46,0.815,0.904,424.32,1258.14,579.01,50.0,679.13,280.0,399.13,56.0,343.13,85.78,257.35,5000
7,7,1672.33,1352.0,320.33,0.806,0.886,424.32,1248.01,579.01,50.0,669.0,280.0,389.0,28.0,361.0,90.25,270.75,5000
8,7,1662.75,1352.0,310.75,0.798,0.868,424.32,1238.43,579.01,50.0,659.42,280.0,379.42,0.0,379.42,94.86,284.57,5000
9,7,1653.66,1352.0,301.66,0.791,0.851,424.32,1229.34,579.01,50.0,650.33,280.0,370.33,0.0,370.33,92.58,277.75,5000
10,7,1645.01,1352.0,293.01,0.784,0.834,424.32,1220.69,579.01,50.0,641.68,280.0,361.68,0.0,361.68,90.42,271.26,5000
11,7,1636.73,1352.0,284.73,0.777,0.817,424.32,1212.41,579.01,50.0,633.4,280.0,353.4,0.0,353.4,88.35,265.05,5000
12,7,1631.04,1352.0,279.04,0.777,0.801,424.32,1206.72,579.01,50.0,627.71,280.0,347.71,0.0,347.71,86.93,260.78,5000
1,10,1800.5,1352.0,448.5,1.0,1.0,424.32,1376.18,579.01,50.0,797.17,280.0,517.17,196.0,321.17,80.29,240.87,5000
2,10,1757.31,1352.0,405.31,0.922,0.98,424.32,1332.99,579.01,50.0,753.98,280.0,473.98,176.4,297.58,74.39,223.18,5000
3,10,1729.41,1352.0,377.41,0.876,0.96,424.32,1305.09,579.01,50.0,726.08,280.0,446.08,156.8,289.28,72.32,216.96,5000
4,10,1708.29,1352.0,356.29,0.844,0.941,424.32,1283.97,579.01,50.0,704.96,280.0,424.96,137.2,287.76,71.94,215.82,5000
5,10,1693.25,1352.0,341.25,0.825,0.922,424.32,1268.93,579.01,50.0,689.92,280.0,409.92,117.6,292.32,73.08,219.24,5000
6,10,1682.46,1352.0,330.46,0.815,0.904,424.32,1258.14,579.01,50.0,679.13,280.0,399.13,98.0,301.13,75.28,225.85,5000
7,10,1672.33,1352.0,320.33,0.806,0.886,424.32,1248.01,579.01,50.0,669.0,280.0,389.0,78.4,310.6,77.65,232.95,5000
8,10,1662.75,1352.0,310.75,0.798,0.868,424.32,1238.43,579.01,50.0,659.42,280.0,379.42,58.8,320.62,80.16,240.47,5000
9,10,1653.66,1352.0,301.66,0.791,0.851,424.32,1229.34,579.01,50.0,650.33,280.0,370.33,39.2,331.13,82.78,248.35,5000
10,10,1645.01,1352.0,293.01,0.784,0.834,424.32,1220.69,579.01,50.0,641.68,280.0,361.68,19.6,342.08,85.52,256.56,5000
11,10,1636.73,1352.0,284.73,0.777,0.817,424.32,1212.41,579.01,50.0,633.4,280.0,353.4,0.0,353.4,88.35,265.05,5000
12,10,1631.04,1352.0,279.04,0.777,0.801,424.32,1206.72,579.01,50.0,627.71,280.0,347.71,0.0,347.71,86.93,260.78,5000
1,3,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,3,1986.02,1572.0,414.02,0.922,0.98,509.18,1476.84,645.07,50.0,831.77,280.0,551.77,130.67,421.11,105.28,315.83,6000
3,3,1957.52,1572.0,385.52,0.876,0.96,509.18,1448.34,645.07,50.0,803.27,280.0,523.27,65.33,457.94,114.49,343.46,6000
4,3,1935.95,1572.0,363.95,0.844,0.941,509.18,1426.77,645.07,50.0,781.7,280.0,501.7,0.0,501.7,125.43,376.28,6000
5,3,1920.58,1572.0,348.58,0.825,0.922,509.18,1411.4,645.07,50.0,766.34,280.0,486.34,0.0,486.34,121.58,364.75,6000
6,3,1909.56,1572.0,337.56,0.815,0.904,509.18,1400.38,645.07,50.0,755.31,280.0,475.31,0.0,475.31,118.83,356.49,6000
7,3,1899.21,1572.0,327.21,0.806,0.886,509.18,1390.03,645.07,50.0,744.96,280.0,464.96,0.0,464.96,116.24,348.72,6000
8,3,1889.43,1572.0,317.43,0.798,0.868,509.18,1380.25,645.07,50.0,735.19,280.0,455.19,0.0,455.19,113.8,341.39,6000
9,3,1880.15,1572.0,308.15,0.791,0.851,509.18,1370.97,645.07,50.0,725.9,280.0,445.9,0.0,445.9,111.48,334.43,6000
10,3,1871.31,1572.0,299.31,0.784,0.834,509.18,1362.12,645.07,50.0,717.06,280.0,437.06,0.0,437.06,109.26,327.79,6000
11,3,1862.85,1572.0,290.85,0.777,0.817,509.18,1353.67,645.07,50.0,708.61,280.0,428.61,0.0,428.61,107.15,321.45,6000
12,3,1857.04,1572.0,285.04,0.777,0.801,509.18,1347.85,645.07,50.0,702.79,280.0,422.79,0.0,422.79,105.7,317.09,6000
1,5,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,5,1986.02,1572.0,414.02,0.922,0.98,509.18,1476.84,645.07,50.0,831.77,280.0,551.77,156.8,394.97,98.74,296.23,6000
3,5,1957.52,1572.0,385.52,0.876,0.96,509.18,1448.34,645.07,50.0,803.27,280.0,523.27,117.6,405.67,101.42,304.26,6000
4,5,1935.95,1572.0,363.95,0.844,0.941,509.18,1426.77,645.07,50.0,781.7,280.0,501.7,78.4,423.3,105.83,317.48,6000
5,5,1920.58,1572.0,348.58,0.825,0.922,509.18,1411.4,645.07,50.0,766.34,280.0,486.34,39.2,447.14,111.78,335.35,6000
6,5,1909.56,1572.0,337.56,0.815,0.904,509.18,1400.38,645.07,50.0,755.31,280.0,475.31,0.0,475.31,118.83,356.49,6000
7,5,1899.21,1572.0,327.21,0.806,0.886,509.18,1390.03,645.07,50.0,744.96,280.0,464.96,0.0,464.96,116.24,348.72,6000
8,5,1889.43,1572.0,317.43,0.798,0.868,509.18,1380.25,645.07,50.0,735.19,280.0,455.19,0.0,455.19,113.8,341.39,6000
9,5,1880.15,1572.0,308.15,0.791,0.851,509.18,1370.97,645.07,50.0,725.9,280.0,445.9,0.0,445.9,111.48,334.43,6000
10,5,1871.31,1572.0,299.31,0.784,0.834,509.18,1362.12,645.07,50.0,717.06,280.0,437.06,0.0,437.06,109.26,327.79,6000
11,5,1862.85,1572.0,290.85,0.777,0.817,509.18,1353.67,645.07,50.0,708.61,280.0,428.61,0.0,428.61,107.15,321.45,6000
12,5,1857.04,1572.0,285.04,0.777,0.801,509.18,1347.85,645.07,50.0,702.79,280.0,422.79,0.0,422.79,105.7,317.09,6000
1,7,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,7,1986.02,1572.0,414.02,0.922,0.98,509.18,1476.84,645.07,50.0,831.77,280.0,551.77,168.0,383.77,95.94,287.83,6000
3,7,1957.52,1572.0,385.52,0.876,0.96,509.18,1448.34,645.07,50.0,803.27,280.0,523.27,140.0,383.27,95.82,287.46,6000
4,7,1935.95,1572.0,363.95,0.844,0.941,509.18,1426.77,645.07,50.0,781.7,280.0,501.7,112.0,389.7,97.43,292.28,6000
5,7,1920.58,1572.0,348.58,0.825,0.922,509.18,1411.4,645.07,50.0,766.34,280.0,486.34,84.0,402.34,100.58,301.75,6000
6,7,1909.56,1572.0,337.56,0.815,0.904,509.18,1400.38,645.07,50.0,755.31,280.0,475.31,56.0,419.31,104.83,314.49,6000
7,7,1899.21,1572.0,327.21,0.806,0.886,509.18,1390.03,645.07,50.0,744.96,280.0,464.96,28.0,436.96,109.24,327.72,6000
8,7,1889.43,1572.0,317.43,0.798,0.868,509.18,1380.25,645.07,50.0,735.19,280.0,455.19,0.0,455.19,113.8,341.39,6000
9,7,1880.15,1572.0,308.15,0.791,0.851,509.18,1370.97,645.07,50.0,725.9,280.0,445.9,0.0,445.9,111.48,334.43,6000
10,7,1871.31,1572.0,299.31,0.784,0.834,509.18,1362.12,645.07,50.0,717.06,280.0,437.06,0.0,437.06,109.26,327.79,6000
11,7,1862.85,1572.0,290.85,0.777,0.817,509.18,1353.67,645.07,50.0,708.61,280.0,428.61,0.0,428.61,107.15,321.45,6000
12,7,1857.04,1572.0,285.04,0.777,0.801,509.18,1347.85,645.07,50.0,702.79,280.0,422.79,0.0,422.79,105.7,317.09,6000
1,10,2030.14,1572.0,458.14,1.0,1.0,509.18,1520.96,645.07,50.0,875.89,280.0,595.89,196.0,399.89,99.97,299.92,6000
2,10,1986.02,1572.0,414.02,0.922,0.98,509.18,1476.84,645.07,50.0,831.77,280.0,551.77,176.4,375.37,93.84,281.53,6000
3,10,1957.52,1572.0,385.52,0.876,0.96,509.18,1448.34,645.07,50.0,803.27,280.0,523.27,156.8,366.47,91.62,274.86,6000
4,10,1935.95,1572.0,363.95,0.844,0.941,509.18,1426.77,645.07,50.0,781.7,280.0,501.7,137.2,364.5,91.13,273.38,6000
5,10,1920.58,1572.0,348.58,0.825,0.922,509.18,1411.4,645.07,50.0,766.34,280.0,486.34,117.6,368.74,92.18,276.55,6000
6,10,1909.56,1572.0,337.56,0.815,0.904,509.18,1400.38,645.07,50.0,755.31,280.0,475.31,98.0,377.31,94.33,282.99,6000
7,10,1899.21,1572.0,327.21,0.806,0.886,509.18,1390.03,645.07,50.0,744.96,280.0,464.96,78.4,386.56,96.64,289.92,6000
8,10,1889.43,1572.0,317.43,0.798,0.868,509.18,1380.25,645.07,50.0,735.19,280.0,455.19,58.8,396.39,99.1,297.29,6000
9,10,1880.15,1572.0,308.15,0.791,0.851,509.18,1370.97,645.07,50.0,725.9,280.0,445.9,39.2,406.7,101.68,305.03,6000
10,10,1871.31,1572.0,299.31,0.784,0.834,509.18,1362.12,645.07,50.0,717.06,280.0,437.06,19.6,417.46,104.36,313.09,6000
11,10,1862.85,1572.0,290.85,0.777,0.817,509.18,1353.67,645.07,50.0,708.61,280.0,428.61,0.0,428.61,107.15,321.45,6000
12,10,1857.04,1572.0,285.04,0.777,0.801,509.18,1347.85,645.07,50.0,702.79,280.0,422.79,0.0,422.79,105.7,317.09,6000
