Year,Loan Yrs,EBITDA (£),Tax (£),Operating CF (£),Interest (£),Principal Repaid (£),CAC (£),Free Cash (£),Cumulative Cash (£),CF Positive,Consumption kWh
10,7,313.54,8.39,305.16,0.0,0.0,0.0,305.16,-482.31,True,4000
11,7,313.81,8.45,305.36,0.0,0.0,0.0,305.36,-176.96,True,4000
12,7,313.81,8.45,305.36,0.0,0.0,0.0,305.36,128.4,True,4000
1,10,366.44,0.0,366.44,196.0,280.0,100.0,-209.56,-209.56,False,4000
2,10,342.49,0.0,342.49,176.4,280.0,0.0,-113.91,-323.47,False,4000
3,10,325.83,0.0,325.83,156.8,280.0,0.0,-110.97,-434.44,False,4000
4,10,315.82,0.0,315.82,137.2,280.0,0.0,-101.38,-535.82,False,4000
5,10,312.3,0.0,312.3,117.6,280.0,0.0,-85.3,-621.12,False,4000
6,10,312.46,0.0,312.46,98.0,280.0,0.0,-65.54,-686.66,False,4000
7,10,312.7,0.0,312.7,78.4,280.0,0.0,-45.7,-732.37,False,4000
8,10,312.97,0.0,312.97,58.8,280.0,0.0,-25.83,-758.2,False,4000
9,10,313.26,0.0,313.26,39.2,280.0,0.0,-5.94,-764.14,False,4000
10,10,313.54,3.49,310.06,19.6,280.0,0.0,10.46,-753.68,True,4000
11,10,313.81,8.45,305.36,0.0,0.0,0.0,305.36,-448.32,True,4000
12,10,313.81,8.45,305.36,0.0,0.0,0.0,305.36,-142.97,True,4000
1,3,405.17,0.0,405.17,196.0,933.33,100.0,-824.17,-824.17,False,5000
2,3,380.69,0.0,380.69,130.67,933.33,0.0,-683.31,-1507.48,False,5000
3,3,363.67,4.58,359.08,65.33,933.33,0.0,-639.58,-2147.06,False,5000
4,3,353.43,18.36,335.07,0.0,0.0,0.0,335.07,-1811.99,True,5000
5,3,349.83,17.46,332.37,0.0,0.0,0.0,332.37,-1479.62,True,5000
6,3,350.0,17.5,332.5,0.0,0.0,0.0,332.5,-1147.12,True,5000
7,3,350.24,17.56,332.68,0.0,0.0,0.0,332.68,-814.44,True,5000
8,3,350.52,17.63,332.89,0.0,0.0,0.0,332.89,-481.55,True,5000
9,3,350.81,17.7,333.11,0.0,0.0,0.0,333.11,-148.44,True,5000
10,3,351.1,17.78,333.33,0.0,0.0,0.0,333.33,184.89,True,5000
11,3,351.38,17.85,333.54,0.0,0.0,0.0,333.54,518.43,True,5000
12,3,351.38,17.85,333.54,0.0,0.0,0.0,333.54,851.96,True,5000
1,5,405.17,0.0,405.17,196.0,560.0,100.0,-450.83,-450.83,False,5000
2,5,380.69,0.0,380.69,156.8,560.0,0.0,-336.11,-786.95,False,5000
3,5,363.67,0.0,363.67,117.6,560.0,0.0,-313.93,-1100.88,False,5000
4,5,353.43,0.0,353.43,78.4,560.0,0.0,-284.97,-1385.85,False,5000
5,5,349.83,7.66,342.17,39.2,560.0,0.0,-257.03,-1642.87,False,5000
6,5,350.0,17.5,332.5,0.0,0.0,0.0,332.5,-1310.38,True,5000
7,5,350.24,17.56,332.68,0.0,0.0,0.0,332.68,-977.7,True,5000
8,5,350.52,17.63,332.89,0.0,0.0,0.0,332.89,-644.81,True,5000
9,5,350.81,17.7,333.11,0.0,0.0,0.0,333.11,-311.7,True,5000
10,5,351.1,17.78,333.33,0.0,0.0,0.0,333.33,21.63,True,5000
11,5,351.38,17.85,333.54,0.0,0.0,0.0,333.54,355.17,True,5000
12,5,351.38,17.85,333.54,0.0,0.0,0.0,333.54,688.7,True,5000
1,7,405.17,0.0,405.17,196.0,400.0,100.0,-290.83,-290.83,False,5000
2,7,380.69,0.0,380.69,168.0,400.0,0.0,-187.31,-478.15,False,5000
3,7,363.67,0.0,363.67,140.0,400.0,0.0,-176.33,-654.48,False,5000
4,7,353.43,0.0,353.43,112.0,400.0,0.0,-158.57,-813.05,False,5000
5,7,349.83,0.0,349.83,84.0,400.0,0.0,-134.17,-947.22,False,5000
6,7,350.0,3.5,346.5,56.0,400.0,0.0,-109.5,-1056.72,False,5000
7,7,350.24,10.56,339.68,28.0,400.0,0.0,-88.32,-1145.04,False,5000
8,7,350.52,17.63,332.89,0.0,0.0,0.0,332.89,-812.15,True,5000
9,7,350.81,17.7,333.11,0.0,0.0,0.0,333.11,-479.04,True,5000
10,7,351.1,17.78,333.33,0.0,0.0,0.0,333.33,-145.71,True,5000
11,7,351.38,17.85,333.54,0.0,0.0,0.0,333.54,187.83,True,5000
12,7,351.38,17.85,333.54,0.0,0.0,0.0,333.54,521.36,True,5000
1,10,405.17,0.0,405.17,196.0,280.0,100.0,-170.83,-170.83,False,5000
2,10,380.69,0.0,380.69,176.4,280.0,0.0,-75.71,-246.55,False,5000
3,10,363.67,0.0,363.67,156.8,280.0,0.0,-73.13,-319.68,False,5000
4,10,353.43,0.0,353.43,137.2,280.0,0.0,-63.77,-383.45,False,5000
5,10,349.83,0.0,349.83,117.6,280.0,0.0,-47.77,-431.22,False,5000
6,10,350.0,0.0,350.0,98.0,280.0,0.0,-28.0,-459.22,False,5000
7,10,350.24,0.0,350.24,78.4,280.0,0.0,-8.16,-467.38,False,5000
8,10,350.52,2.93,347.59,58.8,280.0,0.0,8.79,-458.59,True,5000
9,10,350.81,7.9,342.91,39.2,280.0,0.0,23.71,-434.88,True,5000
10,10,351.1,12.88,338.23,19.6,280.0,0.0,38.63,-396.25,True,5000
11,10,351.38,17.85,333.54,0.0,0.0,0.0,333.54,-62.71,True,5000
12,10,351.38,17.85,333.54,0.0,0.0,0.0,333.54,270.82,True,5000
1,3,443.89,0.0,443.89,196.0,933.33,100.0,-785.44,-785.44,False,6000
2,3,418.89,2.05,416.83,130.67,933.33,0.0,-647.17,-1432.61,False,6000
3,3,401.5,14.04,387.46,65.33,933.33,0.0,-611.21,-2043.82,False,6000
4,3,391.05,27.76,363.28,0.0,0.0,0.0,363.28,-1680.54,True,6000
5,3,387.37,26.84,360.53,0.0,0.0,0.0,360.53,-1320.01,True,6000
6,3,387.54,26.88,360.65,0.0,0.0,0.0,360.65,-959.36,True,6000
7,3,387.78,26.95,360.84,0.0,0.0,0.0,360.84,-598.52,True,6000
8,3,388.07,27.02,361.05,0.0,0.0,0.0,361.05,-237.47,True,6000
9,3,388.37,27.09,361.28,0.0,0.0,0.0,361.28,123.81,True,6000
10,3,388.67,27.17,361.5,0.0,0.0,0.0,361.5,485.31,True,6000
11,3,388.95,27.24,361.71,0.0,0.0,0.0,361.71,847.02,True,6000
12,3,388.95,27.24,361.71,0.0,0.0,0.0,361.71,1208.73,True,6000
1,5,443.89,0.0,443.89,196.0,560.0,100.0,-412.11,-412.11,False,6000
2,5,418.89,0.0,418.89,156.8,560.0,0.0,-297.91,-710.02,False,6000
3,5,401.5,0.97,400.52,117.6,560.0,0.0,-277.08,-987.1,False,6000
4,5,391.05,8.16,382.88,78.4,560.0,0.0,-255.52,-1242.61,False,6000
5,5,387.37,17.04,370.33,39.2,560.0,0.0,-228.87,-1471.49,False,6000
6,5,387.54,26.88,360.65,0.0,0.0,0.0,360.65,-1110.84,True,6000
7,5,387.78,26.95,360.84,0.0,0.0,0.0,360.84,-750.0,True,6000
8,5,388.07,27.02,361.05,0.0,0.0,0.0,361.05,-388.95,True,6000
9,5,388.37,27.09,361.28,0.0,0.0,0.0,361.28,-27.67,True,6000
10,5,388.67,27.17,361.5,0.0,0.0,0.0,361.5,333.83,True,6000
11,5,388.95,27.24,361.71,0.0,0.0,0.0,361.71,695.54,True,6000
12,5,388.95,27.24,361.71,0.0,0.0,0.0,361.71,1057.26,True,6000
1,7,443.89,0.0,443.89,196.0,400.0,100.0,-252.11,-252.11,False,6000
2,7,418.89,0.0,418.89,168.0,400.0,0.0,-149.11,-401.22,False,6000
3,7,401.5,0.0,401.5,140.0,400.0,0.0,-138.5,-539.72,False,6000
4,7,391.05,0.0,391.05,112.0,400.0,0.0,-120.95,-660.68,False,6000
5,7,387.37,5.84,381.53,84.0,400.0,0.0,-102.47,-763.15,False,6000
6,7,387.54,12.88,374.65,56.0,400.0,0.0,-81.35,-844.5,False,6000
7,7,387.78,19.95,367.84,28.0,400.0,0.0,-60.16,-904.66,False,6000
8,7,388.07,27.02,361.05,0.0,0.0,0.0,361.05,-543.61,True,6000
9,7,388.37,27.09,361.28,0.0,0.0,0.0,361.28,-182.33,True,6000
10,7,388.67,27.17,361.5,0.0,0.0,0.0,361.5,179.17,True,6000
11,7,388.95,27.24,361.71,0.0,0.0,0.0,361.71,540.88,True,6000
12,7,388.95,27.24,361.71,0.0,0.0,0.0,361.71,902.59,True,6000
1,10,443.89,0.0,443.89,196.0,280.0,100.0,-132.11,-132.11,False,6000
2,10,418.89,0.0,418.89,176.4,280.0,0.0,-37.51,-169.62,False,6000
3,10,401.5,0.0,401.5,156.8,280.0,0.0,-35.3,-204.92,False,6000
4,10,391.05,0.0,391.05,137.2,280.0,0.0,-26.15,-231.08,False,6000
5,10,387.37,0.0,387.37,117.6,280.0,0.0,-10.23,-241.31,False,6000
6,10,387.54,2.38,385.15,98.0,280.0,0.0,7.15,-234.16,True,6000
7,10,387.78,7.35,380.44,78.4,280.0,0.0,22.04,-212.12,True,6000
8,10,388.07,12.32,375.75,58.8,280.0,0.0,36.95,-175.17,True,6000
9,10,388.37,17.29,371.08,39.2,280.0,0.0,51.88,-123.29,True,6000
10,10,388.67,22.27,366.4,19.6,280.0,0.0,66.8,-56.49,True,6000
11,10,388.95,27.24,361.71,0.0,0.0,0.0,361.71,305.22,True,6000
12,10,388.95,27.24,361.71,0.0,0.0,0.0,361.71,666.93,True,6000
